Brand_name,TotalPositive__Reviews,Month,Year,positive
insight,14,6,2017,71.42857142857143
insight,25,7,2017,92.0
insight,17,8,2017,29.411764705882355
insight,11,9,2017,72.72727272727273
insight,5,10,2017,100.0
insight,11,11,2017,81.81818181818183
insight,5,12,2017,80.0
blue,46,1,2017,73.91304347826086
blue,29,2,2017,79.3103448275862
blue,8,3,2017,75.0
blue,18,4,2017,61.111111111111114
blue,20,5,2017,80.0
blue,24,6,2017,62.5
blue,10,7,2017,60.0
blue,23,8,2017,65.21739130434783
blue,33,9,2017,87.87878787878788
blue,44,10,2017,65.9090909090909
blue,14,11,2017,78.57142857142857
blue,31,12,2017,77.41935483870968
maybeline,8,1,2017,12.5
maybeline,8,2,2017,37.5
maybeline,7,3,2017,42.857142857142854
maybeline,8,4,2017,37.5
maybeline,14,5,2017,85.71428571428571
maybeline,12,6,2017,41.66666666666667
maybeline,3,7,2017,0.0
maybeline,18,8,2017,61.111111111111114
maybeline,24,9,2017,29.166666666666668
maybeline,17,10,2017,17.647058823529413
maybeline,8,11,2017,50.0
maybeline,52,12,2017,71.15384615384616
glam21,1,2,2017,0.0
glam21,13,3,2017,38.46153846153847
glam21,30,4,2017,60.0
glam21,9,5,2017,88.88888888888889
glam21,4,7,2017,100.0
glam21,5,8,2017,40.0
glam21,4,9,2017,100.0
glam21,10,10,2017,50.0
glam21,33,11,2017,57.57575757575758
glam21,30,12,2017,66.66666666666666
forteens,2,2,2017,50.0
forteens,3,5,2017,66.66666666666666
forteens,1,6,2017,100.0
forteens,2,7,2017,100.0
forteens,1,9,2017,100.0
sivanna,3,2,2017,33.33333333333333
sivanna,2,4,2017,100.0
sivanna,1,5,2017,100.0
sivanna,1,6,2017,100.0
qumeidie,8,1,2017,75.0
qumeidie,8,2,2017,87.5
qumeidie,8,3,2017,100.0
qumeidie,12,4,2017,66.66666666666666
qumeidie,12,5,2017,83.33333333333334
qumeidie,9,6,2017,55.55555555555556
qumeidie,5,7,2017,0.0
qumeidie,1,8,2017,100.0
qumeidie,3,9,2017,33.33333333333333
qumeidie,1,10,2017,100.0
qumeidie,2,11,2017,100.0
qumeidie,2,12,2017,0.0
miss,6,1,2017,100.0
miss,11,2,2017,36.36363636363637
miss,9,3,2017,44.44444444444444
miss,5,4,2017,20.0
miss,3,5,2017,33.33333333333333
miss,6,6,2017,33.33333333333333
miss,2,9,2017,50.0
miss,1,10,2017,100.0
kiss,6,1,2017,83.33333333333334
kiss,8,2,2017,62.5
kiss,2,3,2017,100.0
kiss,3,4,2017,100.0
kiss,6,6,2017,16.666666666666664
kiss,3,7,2017,0.0
kiss,2,9,2017,50.0
mua,7,2,2017,100.0
mua,3,6,2017,0.0
mua,1,7,2017,100.0
mua,4,10,2017,100.0
balm,4,3,2017,100.0
freedom,8,1,2017,87.5
freedom,4,3,2017,100.0
freedom,1,4,2017,100.0
freedom,12,5,2017,100.0
freedom,26,6,2017,92.3076923076923
freedom,1,7,2017,100.0
freedom,1,8,2017,100.0
n,3,2,2017,100.0
n,1,3,2017,100.0
n,1,4,2017,100.0
n,2,5,2017,0.0
n,2,6,2017,100.0
n,2,7,2017,50.0
n,2,8,2017,100.0
n,1,9,2017,100.0
n,3,10,2017,33.33333333333333
n,3,11,2017,100.0
vlcc,5,1,2017,100.0
vlcc,8,2,2017,75.0
vlcc,3,5,2017,33.33333333333333
vlcc,2,7,2017,100.0
vlcc,2,9,2017,50.0
vlcc,6,10,2017,66.66666666666666
vlcc,4,11,2017,25.0
shahnaz,3,3,2017,100.0
shahnaz,2,5,2017,100.0
shahnaz,1,6,2017,0.0
mac,806,1,2017,88.70967741935483
mac,679,2,2017,87.48159057437408
mac,395,3,2017,87.0886075949367
mac,696,4,2017,90.22988505747126
mac,464,5,2017,92.45689655172413
mac,433,6,2017,84.52655889145497
mac,520,7,2017,86.92307692307692
mac,564,8,2017,89.00709219858156
mac,189,9,2017,87.3015873015873
mac,292,10,2017,87.32876712328768
mac,339,11,2017,91.74041297935102
mac,422,12,2017,91.70616113744076
meilin,3,1,2017,66.66666666666666
meilin,2,2,2017,0.0
meilin,2,3,2017,0.0
meilin,3,6,2017,0.0
meilin,1,7,2017,100.0
plum,3,1,2017,0.0
plum,7,2,2017,71.42857142857143
plum,9,3,2017,55.55555555555556
plum,12,4,2017,16.666666666666664
plum,21,5,2017,57.14285714285714
plum,20,6,2017,35.0
plum,9,7,2017,55.55555555555556
plum,57,9,2017,71.9298245614035
plum,73,10,2017,87.67123287671232
plum,53,11,2017,49.056603773584904
plum,30,12,2017,83.33333333333334
glitters,2,1,2017,50.0
glitters,1,5,2017,100.0
glitters,5,6,2017,60.0
glitters,2,10,2017,50.0
glitters,1,11,2017,100.0
glitters,1,12,2017,100.0
color,3,1,2017,33.33333333333333
color,3,2,2017,33.33333333333333
color,1,3,2017,0.0
color,6,5,2017,0.0
color,1,6,2017,100.0
color,1,12,2017,0.0
high,6,1,2017,83.33333333333334
high,7,2,2017,0.0
high,12,3,2017,66.66666666666666
high,17,4,2017,70.58823529411765
high,36,5,2017,86.11111111111111
high,30,6,2017,80.0
high,29,7,2017,86.20689655172413
high,16,8,2017,68.75
high,37,9,2017,81.08108108108108
high,23,10,2017,34.78260869565217
high,10,11,2017,50.0
high,11,12,2017,90.9090909090909
personi,2,2,2017,0.0
personi,1,4,2017,0.0
vov,2,4,2017,0.0
vov,4,5,2017,0.0
vov,1,6,2017,100.0
vov,1,10,2017,100.0
vov,2,11,2017,0.0
vov,4,12,2017,75.0
leol,4,3,2017,100.0
leol,1,4,2017,0.0
leol,1,6,2017,0.0
smolder,3,1,2017,33.33333333333333
smolder,9,3,2017,33.33333333333333
smolder,8,6,2017,25.0
nyx,4,1,2017,25.0
nyx,6,2,2017,33.33333333333333
nyx,2,4,2017,100.0
nyx,4,5,2017,50.0
nyx,8,6,2017,100.0
nyx,1,8,2017,0.0
nyx,7,9,2017,0.0
elf,1,3,2017,0.0
elf,4,5,2017,100.0
kodiake,4,5,2017,100.0
max,1,4,2017,0.0
eucerin,2,1,2017,0.0
biotique,10,6,2017,30.0
biotique,2,7,2017,0.0
biotique,5,9,2017,0.0
elle,151,1,2017,80.13245033112582
elle,106,2,2017,73.58490566037736
elle,128,3,2017,92.96875
elle,189,4,2017,78.83597883597884
elle,190,5,2017,74.73684210526315
elle,180,6,2017,79.44444444444444
elle,93,7,2017,82.79569892473118
elle,188,8,2017,82.4468085106383
elle,168,9,2017,73.21428571428571
elle,153,10,2017,77.77777777777779
elle,87,11,2017,89.65517241379311
elle,68,12,2017,70.58823529411765
deborah,16,6,2017,25.0
deborah,8,9,2017,100.0
simply,2,1,2017,50.0
simply,6,4,2017,100.0
simply,5,5,2017,100.0
simply,4,7,2017,100.0
heavens,3,2,2017,33.33333333333333
heavens,23,4,2017,56.52173913043478
heavens,2,6,2017,50.0
heavens,1,9,2017,100.0
heavens,6,10,2017,0.0
heaven,6,3,2017,16.666666666666664
mahavir,1,3,2017,0.0
mahavir,2,4,2017,100.0
mahavir,3,8,2017,100.0
mahavir,3,10,2017,33.33333333333333
neev,5,4,2017,20.0
neev,7,7,2017,14.285714285714285
neev,9,12,2017,77.77777777777779
evuar,1,6,2017,0.0
evuar,3,12,2017,100.0
liner,1,2,2017,0.0
liner,2,3,2017,50.0
liner,4,5,2017,25.0
liner,5,9,2017,0.0
perfect,2,5,2017,50.0
elenblu,13,3,2017,100.0
elenblu,7,5,2017,71.42857142857143
elenblu,1,8,2017,100.0
menow,18,1,2017,61.111111111111114
menow,17,2,2017,64.70588235294117
menow,12,3,2017,50.0
menow,28,4,2017,53.57142857142857
menow,19,5,2017,94.73684210526315
menow,21,6,2017,90.47619047619048
menow,16,7,2017,62.5
menow,7,8,2017,85.71428571428571
menow,7,9,2017,85.71428571428571
menow,7,10,2017,85.71428571428571
menow,5,11,2017,40.0
menow,6,12,2017,66.66666666666666
colors,7,1,2017,85.71428571428571
colors,14,2,2017,64.28571428571429
colors,14,3,2017,92.85714285714286
colors,4,4,2017,100.0
colors,1,5,2017,100.0
colors,2,6,2017,50.0
colors,1,8,2017,100.0
colors,8,11,2017,75.0
colors,8,12,2017,87.5
roseleaf,1,4,2017,100.0
anna,2,12,2017,100.0
l_a_girl,43,1,2017,88.37209302325581
l_a_girl,31,2,2017,93.54838709677419
l_a_girl,49,3,2017,89.79591836734694
l_a_girl,10,4,2017,60.0
l_a_girl,5,5,2017,100.0
l_a_girl,39,6,2017,64.1025641025641
l_a_girl,17,7,2017,100.0
l_a_girl,7,8,2017,100.0
l_a_girl,4,9,2017,100.0
l_a_girl,4,10,2017,100.0
l_a_girl,16,11,2017,93.75
l_a_girl,19,12,2017,89.47368421052632
glamcom,2,4,2017,100.0
glamcom,1,6,2017,0.0
glamcom,3,9,2017,0.0
glamcom,4,12,2017,75.0
nicka,1,1,2017,100.0
nicka,1,6,2017,0.0
nicka,1,7,2017,100.0
nicka,2,12,2017,100.0
urban,4,2,2017,0.0
urban,5,3,2017,20.0
urban,2,4,2017,0.0
urban,4,5,2017,25.0
urban,6,6,2017,0.0
urban,12,7,2017,0.0
urban,6,9,2017,16.666666666666664
br,3,1,2017,100.0
br,10,2,2017,20.0
br,4,3,2017,75.0
br,8,5,2017,37.5
br,2,6,2017,0.0
br,1,7,2017,0.0
br,3,9,2017,33.33333333333333
br,4,10,2017,25.0
br,1,11,2017,0.0
cameo,3,1,2017,100.0
cameo,8,5,2017,37.5
cameo,1,6,2017,100.0
cameo,3,12,2017,0.0
meylon,7,2,2017,28.57142857142857
meylon,1,5,2017,100.0
meylon,3,7,2017,0.0
brndey,1,6,2017,0.0
brndey,1,8,2017,0.0
amura,1,1,2017,0.0
amura,1,6,2017,100.0
amura,1,7,2017,100.0
amura,1,8,2017,100.0
extreme,5,7,2017,20.0
extreme,1,8,2017,0.0
extreme,1,9,2017,0.0
extreme,5,10,2017,20.0
extreme,1,11,2017,100.0
transparent,1,3,2017,0.0
transparent,1,6,2017,0.0
transparent,1,11,2017,100.0
kajal,3,1,2017,0.0
kajal,6,6,2017,16.666666666666664
kajal,2,7,2017,50.0
himalaya,1,1,2017,100.0
himalaya,3,3,2017,100.0
cal,1,3,2017,100.0
cal,1,4,2017,100.0
one,1,4,2017,0.0
v_color,2,6,2017,100.0
ambitione,1,9,2017,0.0
jovees,8,11,2017,75.0
invisible,2,8,2017,0.0
himalayaka,3,9,2017,66.66666666666666
laura,1,1,2017,0.0
body,1,11,2017,100.0
