source_product_id,source,1star_count,2star_count,3star_count,4star_count,5star_count,total_count,average_5star,average_pct
168028,1,0,0,0,5,2,7,4.286,82.15
198962,1,0,0,0,0,2,2,5.0,100.0
171912,1,0,0,0,4,36,40,4.9,97.5
41568,1,0,0,1,0,9,10,4.8,95.0
27544,1,0,0,0,3,4,7,4.571,89.275
176991,1,0,0,0,1,2,3,4.667,91.675
17267,1,2,0,1,9,10,22,4.136,78.4
73028,1,0,1,0,0,3,4,4.25,81.25
37951,1,0,1,3,3,4,11,3.909,72.725
170138,1,0,0,0,2,1,3,4.333,83.325
16417,1,0,0,0,1,1,2,4.5,87.5
16715,1,0,0,0,4,4,8,4.5,87.5
16122,1,0,0,1,1,8,10,4.7,92.5
17232,1,0,0,0,1,4,5,4.8,95.0
12544,1,0,0,0,2,4,6,4.667,91.675
2215,1,0,1,1,12,17,31,4.452,86.3
28368,1,0,0,1,2,1,4,4.0,75.0
26501,1,0,1,2,1,3,7,3.857,71.425
7419,1,1,1,3,7,12,24,4.167,79.175
17111,1,0,0,0,0,2,2,5.0,100.0
28260,1,1,2,2,1,2,8,3.125,53.125
41025,1,0,0,1,3,4,8,4.375,84.375
33669,1,0,0,0,0,4,4,5.0,100.0
35143,1,1,0,1,0,0,2,2.0,25.0
69298,1,0,0,0,2,3,5,4.6,90.0
35726,1,0,0,2,3,5,10,4.3,82.5
28623,1,0,0,0,1,2,3,4.667,91.675
25741,1,0,0,1,0,6,7,4.714,92.85
76480,1,1,0,1,1,4,7,4.0,75.0
13452,1,0,0,0,3,6,9,4.667,91.675
79662,1,0,0,1,1,2,4,4.25,81.25
40629,1,0,0,0,0,1,1,5.0,100.0
18020,1,6,7,18,127,242,400,4.48,87.0
9265,1,0,0,0,6,6,12,4.5,87.5
149593,1,0,0,1,2,1,4,4.0,75.0
60372,1,0,1,0,1,4,6,4.333,83.325
24009,1,1,0,1,8,13,23,4.391,84.775
16185,1,0,1,0,3,2,6,4.0,75.0
141334,1,0,0,1,0,1,2,4.0,75.0
28261,1,0,0,0,2,4,6,4.667,91.675
5138,1,0,0,0,2,6,8,4.75,93.75
41565,1,0,0,1,4,5,10,4.4,85.0
88585,1,0,0,3,0,2,5,3.8,70.0
7859,1,0,0,0,5,3,8,4.375,84.375
31081,1,0,0,1,5,6,12,4.417,85.425
128144,1,0,0,0,3,5,8,4.625,90.625
32768,1,0,1,1,5,10,17,4.412,85.3
17294,1,0,0,0,0,1,1,5.0,100.0
79649,1,0,0,0,1,4,5,4.8,95.0
28581,1,1,0,0,2,4,7,4.143,78.575
23996,1,1,1,2,4,7,15,4.0,75.0
16085,1,0,0,2,4,6,12,4.333,83.325
23222,1,0,0,1,3,5,9,4.444,86.1
34240,1,0,0,0,0,5,5,5.0,100.0
4487,1,0,1,0,4,7,12,4.417,85.425
25183,1,0,1,3,1,8,13,4.231,80.775
15767,1,0,0,0,1,1,2,4.5,87.5
12752,1,0,0,0,1,0,1,4.0,75.0
18019,1,2,1,2,7,5,17,3.706,67.65
60368,1,1,0,0,5,3,9,4.0,75.0
34698,1,0,1,0,0,4,5,4.4,85.0
73716,1,0,0,0,0,1,1,5.0,100.0
12568,1,1,0,1,3,2,7,3.714,67.85
32070,1,0,0,0,0,4,4,5.0,100.0
18442,1,0,0,0,1,2,3,4.667,91.675
71227,1,0,0,0,1,0,1,4.0,75.0
34523,1,0,0,1,0,2,3,4.333,83.325
9287,1,0,0,2,2,3,7,4.143,78.575
126021,1,0,0,0,1,0,1,4.0,75.0
59524,1,0,0,1,3,12,16,4.688,92.2
9301,1,0,0,1,7,9,17,4.471,86.775
85201,1,0,0,1,1,3,5,4.4,85.0
145828,1,0,0,0,3,6,9,4.667,91.675
108987,1,1,2,3,22,22,50,4.24,81.0
40665,1,0,1,4,11,26,42,4.476,86.9
145829,1,0,0,0,6,2,8,4.25,81.25
5947,1,0,3,5,35,47,90,4.4,85.0
137834,1,0,2,1,9,39,51,4.667,91.675
110347,1,3,4,5,30,66,108,4.407,85.175
110224,1,2,3,9,41,113,168,4.548,88.7
76866,1,1,1,4,14,29,49,4.408,85.2
85354,1,2,3,3,16,37,61,4.361,84.025
220214,1,0,1,2,13,59,75,4.733,93.325
197279,1,0,1,1,15,47,64,4.688,92.2
10976,1,15,10,71,293,482,871,4.397,84.925
220217,1,0,0,1,9,39,49,4.776,94.4
35523,1,1,3,12,47,65,128,4.344,83.6
ATAD92QG2PHN9PVM,1,0,1,2,3,1,7,3.571,64.275
ATADFRR7MAZ3WGNY,1,4,0,1,2,5,12,3.333,58.325
ATAE3YFQCHQ9BSMR,1,0,0,0,0,1,1,5.0,100.0
ATAE7M9FHWHTSXSP,1,1,0,0,1,2,4,3.75,68.75
ATAE7NAGE2YTVVPR,1,1,2,1,0,1,5,2.6,40.0
ATAEFYCYHF5NZ3FF,1,1,0,1,0,0,2,2.0,25.0
ATAEVHNQBEF3K2NH,1,0,0,0,0,1,1,5.0,100.0
ATAEVHNQZ9HGFNWC,1,0,0,0,1,1,2,4.5,87.5
ATAEZ67FDMHAJEF7,1,0,0,0,0,1,1,5.0,100.0
ATAEZ6QKQZMGF3RN,1,0,0,0,0,1,1,5.0,100.0
FCPDZ7NMH6GFN2TV,1,0,0,0,0,1,1,5.0,100.0
FCPDZ7NMHGQZGCF9,1,0,0,0,0,1,1,5.0,100.0
FCPEVPZ7XRJGG2BW,1,0,0,0,0,1,1,5.0,100.0
FCTE3QBT2VA5CAZU,1,2,0,0,1,2,5,3.2,55.0
FCTEHMKGZP5F6TQZ,1,0,0,0,0,1,1,5.0,100.0
FCWD9MVTZF3GG4HZ,1,0,0,0,1,0,1,4.0,75.0
FCWDRYKFNZ5ESSQX,1,0,0,0,0,2,2,5.0,100.0
FCWE6A5GGEJMENYJ,1,0,0,0,0,3,3,5.0,100.0
FCWEBUHAHDCRAVFV,1,0,0,0,0,1,1,5.0,100.0
MSCE7WGEXHF3BUBM,1,1,1,0,0,1,3,2.667,41.675
MSCEE4VTMJUC6EVX,1,1,0,0,0,1,2,3.0,50.0
MSCEE4VWBBZZGYCH,1,0,0,0,1,1,2,4.5,87.5
MSCEES7DYPHBFVM6,1,1,0,0,0,0,1,1.0,0.0
MSCEGJYT5HCHY7SE,1,0,0,0,0,1,1,5.0,100.0
MSCEGRHZGYXGCK6U,1,2,0,0,0,1,3,2.333,33.325
MSCEH7WYXHXCDZUF,1,0,0,0,1,1,2,4.5,87.5
MSCEHFBMZNYH6FCF,1,0,0,0,1,0,1,4.0,75.0
MSCEJWGXBP6GK5YF,1,0,0,0,0,1,1,5.0,100.0
MSCEM2GEXGDRGHNZ,1,0,0,0,0,1,1,5.0,100.0
MSCEMHWCKS6FESXG,1,1,0,2,1,3,7,3.714,67.85
MSCEQ9SHEAP3JA38,1,0,0,0,0,2,2,5.0,100.0
MSCERVFPTNZPJJR6,1,0,0,0,0,1,1,5.0,100.0
MSCFY67WMY7J5HSV,1,0,0,0,1,0,1,4.0,75.0
SCBDRYKF2YJ3HVXY,1,0,1,0,0,4,5,4.4,85.0
SNRDEF6ZEAYBVHXZ,1,0,0,0,0,1,1,5.0,100.0
